gender,quoteID,topic
male,2015-12-15-110295,are-americans-fears-legitimate
male,2015-12-23-098470,science
male,2015-12-22-025142,soccer
male,2015-12-31-084527,africa
male,2015-12-22-026204,international
male,2015-12-27-015318,football
male,2015-08-03-075147,new-york-today-hope-is-in-season
male,2015-08-20-130675,researchers-link-longer-work-hours-and-stroke-risk
male,2015-12-30-008751,movies
male,2015-12-27-030991,movies
male,2015-08-10-102362,as-print-fades-part-1-live-journalism-at-the-times
male,2015-04-02-107162,barefoot-running-may-be-harder-for-those-over-30
male,2015-11-14-031639,feeling-woozy-it-may-be-cyber-sickness
female,2015-07-25-040409,reading-list-carrie-brownstein
male,2015-12-30-084863,magazine
male,2015-12-29-014287,nyregion
male,2015-10-27-127893,cutting-sugar-improves-childrens-health-in-just-10-days
female,2015-12-25-038018,sports
male,2017-07-04-029372,baseball
male,2017-03-03-094106,television
male,2017-04-24-048058,golf
female,2017-12-04-153288,obituaries
male,2017-12-01-047778,theater
male,2017-10-11-062408,baseball
female,2017-02-11-008971,fashion
male,2017-12-29-040948,opinion
male,2017-11-17-064564,books
male,2017-06-14-004435,politics
male,2017-12-20-004889,music
male,2017-11-01-008468,theater
male,2017-11-09-011725,sports
male,2017-03-23-078680,wheels
male,2017-03-03-047108,health
male,2017-11-30-073015,review
male,2017-09-19-080386,opinion
male,2017-06-22-081254,insider
male,2017-04-11-021586,baseball
male,2017-08-17-031906,dining
male,2017-03-22-039094,sports
male,2017-04-05-107715,music
male,2017-05-16-091268,nyregion
male,2017-02-01-048616,magazine
female,2017-06-01-115226,movies
female,2017-02-23-029008,fashion
male,2017-12-13-050592,us
male,2017-09-05-111228,opinion
male,2017-04-13-059893,sports
female,2017-09-02-063071,fashion
female,2017-06-06-119740,opinion
female,2017-09-07-064274,tennis
male,2017-10-05-078427,science
male,2017-07-15-061666,politics
male,2017-06-26-103500,mens-style
male,2017-05-14-065564,opinion
male,2017-07-21-074392,music
male,2017-10-07-046217,baseball
male,2017-08-09-084198,politics
female,2017-03-31-084991,review
male,2017-05-08-126489,us
female,2017-04-21-087392,politics
male,2017-03-08-192805,books
female,2017-09-20-172659,economy
male,2017-09-08-086527,movies
male,2017-06-12-076440,opinion
female,2017-12-13-159244,review
male,2017-11-25-072909,us
male,2017-07-05-087186,politics
female,2017-12-29-063038,obituaries
male,2017-07-19-152054,baseball
male,2017-02-20-002038,us
male,2017-05-06-001613,politics
male,2017-06-13-003013,magazine
male,2017-10-29-002752,europe
male,2017-10-11-120878,theater
male,2017-10-13-009229,politics
male,2017-06-20-096389,us
male,2017-05-26-090539,business
male,2017-10-20-014389,travel
female,2017-02-12-039795,europe
female,2017-12-05-019423,magazine
female,2017-06-09-112438,realestate
male,2017-03-05-040176,politics
male,2017-09-19-022302,t-magazine
male,2017-04-10-023100,fashion
male,2017-12-20-024032,theater
male,2017-11-02-028849,sports
male,2017-05-18-122463,europe
female,2017-07-25-128126,movies
male,2017-03-23-033472,europe
female,2017-02-01-034374,books
male,2017-08-05-019298,style
male,2017-02-15-025262,movies
male,2017-02-24-144316,movies
male,2017-05-04-051355,nyregion
male,2017-04-17-104015,baseball
male,2017-08-02-001421,politics
female,2017-08-21-005912,fashion
male,2017-05-20-003404,baseball
male,2017-07-20-007877,music
male,2017-08-27-039294,asia
male,2017-03-17-052267,music
male,2017-09-15-015468,nyregion
male,2017-04-08-007941,golf
male,2017-07-25-077675,television
female,2017-11-24-011184,style
male,2017-08-15-080393,fashion
female,2017-05-18-023105,basketball
male,2017-04-01-013042,baseball
female,2017-03-13-021569,magazine
male,2017-06-26-067337,briefing
male,2017-09-15-097744,theater
female,2017-10-11-100626,realestate
male,2017-12-16-050014,style
female,2017-08-18-097554,style
female,2017-08-06-052909,canada
male,2017-08-16-114209,africa
male,2017-02-26-002797,movies
male,2017-09-21-047379,sports
male,2017-07-07-038136,television
male,2017-05-06-023203,asia
male,2017-10-25-052016,politics
female,2017-06-26-036933,tennis
female,2017-04-19-122212,science
female,2017-05-28-054598,europe
female,2017-03-05-038975,television
male,2017-12-25-035429,movies
male,2017-08-19-029614,politics
male,2017-07-20-054542,arts
male,2017-04-14-045674,europe
male,2017-09-26-056038,politics
male,2017-10-23-117033,television
male,2017-08-17-065079,briefing
male,2017-11-06-060699,europe
female,2017-11-21-131640,politics
female,2017-03-25-070413,fashion
male,2017-02-14-016575,europe
male,2017-04-28-083904,movies
female,2017-10-13-093178,europe
female,2017-06-10-046500,fashion
male,2017-10-18-182351,sports
male,2017-10-30-084671,hockey
male,2017-12-05-096580,smarter-living
female,2017-02-03-010364,music
female,2017-08-16-116759,review
male,2017-10-10-003842,europe
female,2017-07-07-004003,review
male,2017-08-15-107192,magazine
male,2017-03-13-084569,magazine
male,2017-08-21-094583,music
male,2017-02-02-002264,europe
female,2017-05-11-013403,design
female,2017-07-28-015577,asia
male,2017-09-22-117944,us
male,2017-07-16-057100,baseball
male,2017-07-26-025723,politics
male,2017-05-25-110742,politics
male,2017-01-31-006588,europe
male,2017-02-15-019383,americas
male,2017-11-20-026489,travel
male,2017-10-17-047676,baseball
female,2017-10-29-081144,media
male,2017-11-08-059482,soccer
male,2017-10-05-063130,music
male,2017-04-19-058119,canada
male,2017-08-18-056213,science
male,2017-04-19-064689,europe
male,2017-06-01-063989,nyregion
male,2017-10-16-059655,politics
female,2017-10-26-004952,nyregion
male,2017-07-07-056276,movies
male,2017-08-14-005426,americas
male,2017-03-10-006514,dance
female,2017-03-25-004050,media
male,2017-05-19-062117,realestate
male,2017-12-29-045499,arts
male,2017-09-13-015240,nyregion
male,2017-07-24-070408,golf
male,2017-10-19-015948,music
male,2017-12-01-012956,arts
male,2017-02-27-009599,media
male,2017-12-04-015819,business
male,2017-09-19-017348,world
male,2017-11-26-038409,theater
male,2017-09-04-052797,business
male,2017-09-12-099222,us
male,2017-09-12-100757,dining
male,2017-09-01-022538,africa
female,2017-06-10-046138,tennis
female,2017-08-31-032735,magazine
male,2017-03-02-064478,retirement
male,2017-12-28-022331,books
male,2017-09-05-030538,design
female,2017-10-19-109875,politics
male,2017-08-23-104852,realestate
female,2017-12-04-041653,politics
male,2017-10-04-050585,football
male,2017-08-19-025213,politics
male,2017-10-26-053901,basketball
female,2017-10-14-065890,style
male,2017-08-16-129492,design
male,2017-09-13-140694,us
female,2017-04-11-051141,magazine
male,2017-04-24-106691,middleeast
female,2017-02-24-055773,your-money
male,2017-03-03-037524,soccer
female,2017-07-13-057563,politics
female,2017-11-14-064202,opinion
female,2017-08-23-138328,dealbook
female,2017-08-11-129378,weddings
female,2017-07-12-123203,review
male,2017-09-25-123827,europe
male,2017-07-26-149110,nyregion
male,2017-11-13-066593,football
male,2017-04-12-078676,middleeast
female,2017-10-01-044768,politics
female,2017-04-16-068506,nyregion
male,2017-08-23-156403,opinion
female,2017-05-01-067206,nyregion
female,2017-04-25-082676,tennis
male,2017-09-08-086921,style
male,2017-09-21-169945,tennis
male,2017-03-24-089345,review
male,2017-04-13-101564,design
male,2017-05-08-002144,politics
female,2017-05-28-001283,movies
male,2017-06-22-105190,canada
male,2017-05-12-008138,politics
male,2017-03-10-104502,design
female,2017-09-19-120156,soccer
male,2017-09-26-016470,television
female,2017-05-12-109122,books
male,2017-05-09-115453,sports
male,2017-09-25-119000,dealbook
female,2017-11-06-027183,travel
male,2017-06-02-026298,middleeast
male,2017-06-28-115369,europe
female,2017-03-16-104171,politics
female,2017-05-02-029665,movies
male,2017-10-17-036970,baseball
male,2017-06-25-061928,design
male,2017-03-13-026258,magazine
female,2017-03-20-039594,media
male,2017-04-20-153970,dealbook
male,2017-10-19-046625,dealbook
female,2017-09-11-129606,climate
male,2017-03-23-048734,movies
female,2017-09-01-044559,music
male,2017-09-08-046326,sports
male,2017-10-12-060232,science
male,2017-08-11-066873,sports
male,2017-03-17-049455,politics
female,2017-04-22-004286,nyregion
male,2017-07-23-041364,baseball
male,2017-07-18-013039,sports
male,2017-03-19-006280,your-money
male,2017-09-01-014578,football
male,2017-05-25-014128,politics
female,2017-09-22-082816,dance
male,2017-08-24-097503,us
male,2017-11-30-080618,media
female,2017-10-04-098238,europe
male,2017-06-27-026687,business
female,2017-08-10-033668,arts
male,2017-12-01-028268,politics
female,2017-12-19-077621,dance
female,2017-05-31-099718,music
male,2017-11-17-103076,politics
male,2017-09-06-042932,europe
male,2017-06-03-055645,us
female,2017-03-27-091139,technology
male,2017-10-07-028722,fashion
male,2017-04-12-052253,hockey
female,2017-07-25-117653,europe
male,2017-07-24-110782,asia
male,2017-12-09-063809,sunday
male,2017-05-15-050261,sports
male,2017-05-24-057570,science
male,2017-07-19-059434,theater
male,2017-05-26-104826,politics
male,2017-12-11-056784,politics
female,2017-08-04-066252,review
male,2017-07-27-154639,travel
female,2017-02-16-106554,dance
female,2017-11-19-070417,movies
male,2017-08-30-168759,magazine
female,2017-04-05-084245,music
male,2017-06-05-065906,music
male,2017-08-11-146076,weddings
male,2017-03-13-064961,politics
female,2017-07-14-071222,arts
female,2017-04-07-085098,books
female,2017-08-03-093693,europe
male,2017-08-04-084904,dealbook
female,2017-07-23-083041,media
male,2017-03-19-038157,music
male,2017-09-18-147747,ncaafootball
male,2017-12-16-047096,business
male,2017-08-21-082440,live
male,2017-05-13-051492,business
male,2017-05-02-152549,dealbook
male,2017-08-14-090317,europe
male,2017-06-30-001129,nyregion
female,2017-07-31-001171,movies
male,2017-08-18-002464,nyregion
male,2017-10-30-003019,opinion
male,2017-05-16-092410,fashion
male,2017-03-29-006454,books
male,2017-08-08-007191,books
male,2017-05-20-004519,baseball
female,2017-09-11-013018,opinion
male,2017-11-07-120293,style
male,2017-03-12-008329,sports
male,2017-05-30-020110,review
male,2017-12-08-025791,music
male,2017-09-18-117769,science
male,2017-04-09-068332,politics
female,2017-08-03-146034,fashion
male,2017-03-03-020481,soccer
male,2017-12-07-035425,obituaries
male,2017-10-30-032248,review
male,2017-02-18-048053,baseball
male,2017-09-28-038942,health
male,2017-12-08-134964,television
female,2017-03-28-044137,hockey
male,2017-08-18-148195,baseball
male,2017-05-08-130169,nyregion
male,2017-09-15-174092,politics
female,2017-08-24-186208,dealbook
female,2017-07-23-031535,media
male,2017-05-18-056012,music
male,2017-07-05-141849,europe
female,2017-04-20-176067,entertainment
male,2017-06-11-080540,baseball
female,2017-11-27-127101,family
male,2017-09-03-000787,arts
male,2017-10-04-010147,design
male,2017-12-07-015781,baseball
male,2017-10-31-075345,sports
male,2017-05-03-015765,design
female,2017-03-24-074838,energy-environment
male,2017-02-19-021298,basketball
female,2017-08-08-081917,us
male,2017-12-14-022625,briefing
male,2017-02-07-013685,dealbook
female,2017-03-19-038296,briefing
male,2017-12-29-059344,politics
male,2017-04-18-062621,asia
male,2017-05-12-031745,baseball
male,2017-08-04-034833,review
female,2017-08-10-042780,movies
female,2017-10-14-061631,politics
male,2017-03-16-085222,europe
female,2017-05-12-045035,basketball
male,2017-11-14-111037,magazine
female,2017-10-13-124615,theater
male,2017-02-01-054863,movies
female,2017-09-28-131245,theater
female,2017-04-25-118787,tennis
male,2017-12-01-049115,business
male,2017-10-16-055122,politics
male,2017-04-27-061087,media
male,2017-02-02-017037,europe
female,2017-12-07-139653,dealbook
female,2017-05-25-060747,opinion
male,2017-06-09-067071,music
male,2017-08-07-119110,fashion
male,2017-10-04-158872,baseball
female,2017-08-09-083593,middleeast
male,2017-04-17-048794,arts
male,2017-03-06-086394,science
female,2017-12-08-091435,review
male,2017-11-05-104826,television
male,2017-11-22-001064,review
male,2017-07-20-101241,baseball
male,2017-02-13-018859,basketball
male,2017-05-12-098184,tennis
male,2017-02-18-038477,opinion
male,2017-08-23-117617,realestate
male,2017-05-19-011802,review
male,2017-12-12-015081,television
male,2017-10-25-018066,politics
female,2017-04-24-101948,nyregion
female,2017-05-29-012436,asia
female,2017-08-11-017242,review
male,2017-05-27-056527,autoracing
male,2017-06-30-016912,arts
female,2017-09-28-022024,media
male,2017-11-06-025914,nyregion
female,2017-03-02-086948,fashion
male,2017-09-28-035842,basketball
male,2017-09-02-015692,baseball
male,2017-07-07-113099,review
female,2017-12-06-147577,health
male,2017-03-10-035977,science
male,2017-06-28-037474,television
male,2017-10-05-055861,arts
female,2017-12-30-019520,nyregion
female,2017-06-28-137395,technology
female,2017-12-06-058896,design
male,2017-11-27-043798,politics
male,2017-07-04-093517,opinion
male,2017-12-16-079255,opinion
male,2017-09-26-057907,smarter-living
female,2017-03-19-025238,your-money
male,2017-04-08-034063,politics
male,2017-02-14-018621,music
male,2017-02-27-000776,movies
male,2017-11-17-064127,middleeast
female,2017-05-05-064638,movies
male,2017-08-16-007270,theater
male,2017-09-25-006284,asia
male,2017-04-04-073505,baseball
male,2017-06-15-076167,magazine
male,2017-02-05-003589,music
male,2017-08-23-015517,arts
male,2017-05-06-007191,style
male,2017-12-07-088653,obituaries
female,2017-04-10-073968,t-magazine
male,2017-08-07-018511,politics
male,2017-03-07-063684,baseball
male,2017-09-19-089936,technology
male,2017-06-03-048520,europe
female,2017-04-20-033175,politics
male,2017-10-26-036858,politics
male,2017-09-18-092222,media
male,2017-04-02-052639,business
male,2017-06-03-053685,hockey
female,2017-10-23-099233,books
male,2017-06-22-044074,television
male,2017-06-24-054010,fashion
male,2017-06-10-059400,opinion
male,2017-10-03-116131,t-magazine
male,2017-07-20-121043,europe
male,2017-03-09-103810,movies
male,2017-05-26-044671,dealbook
female,2017-11-07-059125,your-money
male,2017-05-10-055136,science
male,2017-07-03-082884,soccer
female,2017-11-05-040708,middleeast
female,2017-10-13-142679,climate
male,2017-05-20-032562,baseball
male,2017-12-21-121322,opinion
male,2017-03-07-102989,upshot
male,2017-05-15-059037,baseball
male,2017-09-06-137902,insider
male,2017-09-05-064023,music
male,2017-12-04-136975,sports
male,2017-10-14-042871,politics
male,2017-10-30-065679,style
female,2017-03-11-039740,us
male,2017-06-30-062821,realestate
male,2017-08-02-155279,politics
female,2017-11-22-138058,theater
male,2017-05-12-138133,baseball
male,2017-10-21-087664,europe
male,2017-11-03-086626,hockey
female,2017-05-25-076183,review
male,2017-11-03-163152,music
female,2017-08-24-192760,magazine
female,2017-07-03-003670,nyregion
male,2017-09-16-003878,style
female,2017-12-22-005263,music
male,2017-07-04-061303,business
male,2017-08-16-114801,us
male,2017-08-27-055171,politics
male,2017-11-17-007468,design
male,2017-03-15-008172,television
male,2017-04-07-105801,middleeast
male,2017-09-07-109281,baseball
male,2017-09-20-020304,europe
male,2017-09-05-019943,politics
male,2017-06-08-116573,nyregion
male,2017-06-15-026407,family
male,2017-12-03-060104,politics
male,2017-10-11-138746,basketball
male,2017-06-18-059992,baseball
female,2017-07-29-018795,style
male,2017-03-12-057047,music
male,2017-06-03-017400,baseball
male,2017-11-30-034066,fashion
male,2017-06-15-038428,theater
male,2017-09-25-126869,dance
male,2017-02-23-035264,soccer
male,2017-10-30-126183,dining
male,2017-03-02-096553,europe
female,2017-04-28-149341,television
male,2017-04-14-042602,movies
male,2017-02-07-008481,sports
female,2017-07-06-051507,television
male,2017-04-08-031314,politics
male,2017-05-12-053433,golf
male,2017-04-01-086387,hockey
male,2017-12-22-111006,arts
female,2017-08-22-156486,asia
male,2017-06-10-082517,politics
female,2017-11-09-080284,nyregion
female,2017-09-18-063785,upshot
female,2017-12-21-004594,magazine
male,2017-11-17-006506,nyregion
male,2017-04-21-076430,baseball
male,2017-12-01-011823,style
female,2017-02-04-000849,golf
male,2017-07-23-008567,television
male,2017-10-09-014955,soccer
female,2017-12-29-054717,review
male,2017-05-01-071095,media
male,2017-05-26-074812,sunday
male,2017-02-16-022330,americas
male,2017-09-27-033716,us
male,2017-04-18-021077,politics
male,2017-06-23-088437,movies
male,2017-06-23-091033,realestate
male,2017-05-06-017192,opinion
female,2017-03-24-096833,realestate
male,2017-11-12-020339,baseball
male,2017-05-23-036436,us
male,2017-09-04-027625,us
male,2017-02-22-008304,dealbook
female,2017-07-07-038026,politics
female,2017-11-20-096699,golf
male,2017-06-02-106283,nyregion
male,2017-05-13-060833,sunday
male,2017-11-10-131097,t-magazine
female,2017-04-10-110698,t-magazine
male,2017-10-27-059657,business
male,2017-05-10-125641,music
male,2017-08-12-033326,politics
male,2017-03-24-058630,television
female,2017-03-27-111189,technology
female,2017-11-07-141470,europe
female,2017-06-22-133491,europe
male,2017-05-31-135090,music
male,2017-10-10-146872,europe
female,2017-12-25-021352,movies
male,2017-07-18-068112,review
male,2017-10-08-046715,politics
male,2017-10-07-049225,fashion
male,2017-11-27-065710,opinion
female,2017-08-03-095846,podcasts
female,2017-09-01-151944,realestate
female,2017-04-25-160581,dance
male,2017-08-04-091326,edlife
male,2017-08-30-196085,tennis
male,2017-12-20-001673,politics
male,2017-09-22-001807,politics
male,2017-09-08-092687,movies
female,2017-03-13-009023,media
male,2017-04-20-116266,europe
female,2017-02-28-002926,ncaabasketball
male,2017-06-19-087113,health
female,2017-05-11-107313,books
male,2017-05-06-007982,baseball
male,2017-08-12-014489,baseball
male,2017-11-16-132854,design
female,2017-06-14-034606,business
male,2017-10-27-037278,realestate
female,2017-11-03-134627,television
male,2017-11-19-022348,movies
female,2017-09-24-075940,middleeast
male,2017-09-03-023531,nyregion
male,2017-04-23-028250,baseball
female,2017-07-19-051362,europe
male,2017-12-08-056419,sports
male,2017-06-30-129552,canada
male,2017-08-02-065460,europe
male,2017-11-17-060172,review
male,2017-09-26-064116,dance
male,2017-03-15-060545,us
male,2017-11-01-002400,upshot
male,2017-05-31-069054,television
male,2017-07-04-045827,music
female,2017-02-23-021542,magazine
male,2017-08-16-098539,americas
male,2017-05-11-024781,opinion
male,2017-09-14-111961,nyregion
male,2017-09-09-015823,politics
female,2017-05-03-107700,asia
male,2017-06-01-041455,style
female,2017-03-21-039868,dining
male,2017-08-27-058298,europe
female,2017-10-24-043209,theater
male,2017-06-10-058010,politics
male,2017-10-09-104563,politics
male,2017-09-07-122644,climate
female,2017-07-28-124920,asia
female,2017-07-31-049448,politics
male,2017-05-31-059220,golf
male,2017-07-14-113506,review
female,2017-11-07-141003,australia
female,2017-11-27-050841,family
male,2017-04-12-066319,media
male,2017-08-18-068174,realestate
male,2017-11-23-047302,africa
male,2017-11-29-131409,design
male,2017-03-13-059422,baseball
male,2017-03-14-115560,business
male,2017-09-20-087816,theater
male,2017-11-18-080817,media
male,2017-06-28-137453,baseball
male,2017-09-27-089927,design
male,2017-09-09-046123,weddings
male,2017-09-20-094146,politics
male,2017-06-10-080014,baseball
male,2017-04-27-170651,opinion
male,2017-08-25-000955,politics
female,2017-08-09-007147,business
female,2017-04-01-057434,design
male,2017-05-30-091469,books
male,2017-12-12-007642,politics
male,2017-12-15-007240,politics
male,2017-04-20-114526,style
male,2017-11-08-128852,style
female,2017-12-01-100379,fashion
male,2017-12-18-093571,review
female,2017-08-12-068183,upshot
male,2017-03-15-026006,opinion
female,2017-11-28-106874,europe
female,2017-07-06-026862,television
female,2017-06-08-124720,media
female,2017-03-28-029076,golf
male,2017-06-11-063969,nyregion
male,2017-07-21-032776,baseball
female,2017-06-24-062209,politics
male,2017-04-26-144496,television
male,2017-06-26-105198,politics
male,2017-08-17-147627,baseball
female,2017-11-27-031244,olympics
male,2017-06-12-032648,books
male,2017-08-18-038979,travel
female,2017-10-19-050450,us
female,2017-04-03-039376,media
male,2017-03-28-139714,business
male,2017-11-01-152471,magazine
male,2017-06-21-153625,politics
male,2017-03-24-148072,music
male,2017-08-08-154635,dealbook
female,2017-08-23-172096,opinion
male,2017-04-11-055485,baseball
female,2017-06-02-149652,opinion
male,2017-05-12-149699,upshot
male,2017-09-22-165780,dance
male,2017-05-21-030003,baseball
male,2017-04-14-131108,europe
male,2017-03-22-181939,hockey
male,2017-04-07-065293,asia
male,2017-04-07-066167,edlife
male,2017-07-25-001290,politics
female,2017-04-27-069537,asia
male,2017-10-16-064284,nyregion
male,2017-09-02-033888,baseball
male,2017-10-17-005732,briefing
male,2017-09-12-082006,us
male,2017-04-27-079043,music
male,2017-06-23-068962,sunday-review
male,2017-09-13-094073,politics
male,2017-09-12-020992,europe
male,2017-05-17-017502,fashion
male,2017-04-10-017774,health
male,2017-02-17-005176,business
male,2017-10-11-096520,politics
male,2017-08-31-026202,books
female,2017-05-18-025782,design
male,2017-07-12-025349,politics
female,2017-06-18-013993,dance
male,2017-10-08-017812,baseball
female,2017-05-26-077673,review
male,2017-10-09-033309,briefing
male,2017-03-14-028068,dining
female,2017-07-31-034310,smarter-living
male,2017-02-13-007037,insider
female,2017-06-30-034068,basketball
female,2017-10-16-099553,t-magazine
female,2017-07-08-050426,weddings
male,2017-06-09-099561,television
male,2017-10-12-122503,magazine
female,2017-05-30-098886,television
female,2017-11-01-114562,obituaries
female,2017-05-23-098232,dining
female,2017-06-14-050152,design
female,2017-01-31-030616,us
male,2017-09-28-065678,magazine
male,2017-11-07-068876,music
male,2017-05-29-093470,review
male,2017-08-12-037821,opinion
male,2017-08-03-153020,books
male,2017-06-22-068972,politics
male,2017-07-04-042803,dance
male,2017-04-15-037152,baseball
female,2017-08-30-087331,fashion
male,2017-07-19-072175,golf
male,2017-03-15-137107,politics
male,2017-05-19-071686,politics
male,2017-09-21-090520,nyregion
female,2017-04-08-084624,politics
female,2017-09-28-098002,basketball
male,2017-02-03-010090,business
male,2017-02-28-035619,hockey
male,2017-08-08-092806,opinion
male,2017-12-29-103670,sports
female,2017-02-24-095415,science
male,2017-09-15-004393,magazine
male,2017-04-08-003485,golf
female,2017-06-15-006666,music
male,2017-09-12-126943,baseball
male,2017-11-03-114255,review
male,2017-04-07-117373,television
male,2017-07-19-111869,europe
female,2017-10-11-025923,review
male,2017-08-27-064737,politics
female,2017-04-19-027575,us
male,2017-09-19-029703,movies
male,2017-11-13-026346,nyregion
male,2017-07-14-026561,design
male,2017-08-18-128110,travel
male,2017-07-01-060818,baseball
male,2017-05-29-023930,baseball
male,2017-04-12-035681,design
male,2017-09-24-074214,nyregion
female,2017-06-14-141489,books
female,2017-02-28-032624,economy
female,2017-10-19-060592,music
female,2017-04-24-136236,television
male,2017-10-30-141624,soccer
male,2017-09-07-056137,media
male,2017-06-03-031128,asia
male,2017-06-23-144407,basketball
male,2017-08-24-193581,baseball
male,2017-08-21-053298,music
male,2017-08-11-162951,your-money
male,2017-08-25-002469,opinion
male,2017-05-30-004402,review
female,2017-04-25-004966,nyregion
female,2017-08-31-073793,magazine
male,2017-08-11-014528,baseball
male,2017-03-24-075585,politics
male,2017-12-14-082329,books
male,2017-04-05-089741,politics
male,2017-03-11-045651,baseball
female,2017-04-20-093391,nyregion
male,2017-11-08-104389,style
male,2017-05-24-025766,asia
male,2017-06-08-091786,business
female,2017-04-01-016679,us
male,2017-08-21-027166,nyregion
female,2017-03-15-029593,politics
male,2017-05-27-047782,us
male,2017-12-28-024842,opinion
male,2017-10-27-102793,music
female,2017-09-14-120419,europe
male,2017-05-22-029407,fashion
male,2017-03-29-103217,fashion
male,2017-08-11-104628,asia
male,2017-06-23-037998,basketball
male,2017-04-19-047672,basketball
female,2017-03-01-028597,retirement
male,2017-11-27-089412,nyregion
male,2017-12-03-057101,australia
male,2017-09-11-106662,design
female,2017-08-17-064052,fashion
male,2017-07-10-097631,europe
male,2017-10-29-066523,africa
female,2017-04-28-130109,politics
female,2017-03-28-061655,australia
male,2017-09-24-039550,golf
male,2017-04-11-068561,baseball
male,2017-03-17-054310,us
male,2017-10-14-083872,politics
male,2017-12-13-079162,asia
male,2017-07-16-067335,americas
female,2017-07-01-067280,fashion
male,2017-05-12-077552,magazine
male,2017-08-03-094455,style
male,2017-12-01-131755,style
male,2017-09-14-104722,politics
male,2017-09-06-151758,politics
male,2018-12-13-088304,theater
male,2018-01-03-087926,music
male,2018-04-08-059100,europe
female,2018-04-20-124778,theater
male,2018-09-21-100020,politics
male,2018-11-15-109560,technology
male,2018-03-09-131847,canada
female,2018-10-21-057147,nyregion
male,2018-10-23-113435,television
male,2018-04-05-129297,politics
female,2018-09-14-113396,politics
male,2018-08-11-049376,politics
male,2018-02-20-134507,watching
male,2018-01-10-136377,style
male,2018-07-04-076906,politics
male,2018-10-01-124912,energy-environment
male,2018-06-28-128870,politics
male,2018-10-15-130722,music
male,2018-05-04-002925,obituaries
male,2018-11-02-003082,review
male,2018-11-09-005818,review
male,2018-04-02-005828,middleeast
female,2018-12-19-005828,travel
female,2018-04-07-005207,style
male,2018-08-17-009958,politics
male,2018-05-30-019976,magazine
female,2018-02-15-030405,review
female,2018-06-08-023850,theater
male,2018-03-14-033931,europe
male,2018-03-03-016110,politics
male,2018-05-03-035952,politics
male,2018-04-16-033000,hockey
female,2018-11-08-033357,t-magazine
male,2018-06-05-030497,briefing
female,2018-10-16-038599,politics
male,2018-11-13-038656,obituaries
male,2018-09-11-041293,t-magazine
female,2018-03-15-054086,nyregion
female,2018-07-06-033299,nyregion
female,2018-10-04-044973,magazine
male,2018-10-26-049665,soccer
male,2018-06-18-041479,magazine
male,2018-03-30-050099,theater
male,2018-01-26-056143,television
male,2018-06-07-054189,us
male,2018-09-13-067442,europe
male,2018-02-01-080925,lens
female,2018-10-08-037638,television
female,2018-05-09-082629,business
male,2018-08-03-056932,well
male,2018-10-18-078009,business
female,2018-11-19-063885,family
female,2018-12-15-034520,style
male,2018-04-19-099941,television
male,2018-06-22-076049,politics
male,2018-11-01-103706,politics
male,2018-09-05-094234,movies
male,2018-10-04-108334,middleeast
male,2018-03-27-119637,magazine
male,2018-02-20-115101,magazine
male,2018-01-11-113714,politics
male,2018-09-17-095331,opinion
male,2018-02-12-120459,music
female,2018-06-12-118356,us
